conversation_id,text,label,outcome,satisfaction
116,"Salesman: Hello, how ware you today? Customer: Hello, I'm alright. Salesman: Do you consider yourself someone that wants to make a change in the world? Customer: Yes somewhat. Customer: With e environment and food system. Customer: What do you think of children's charities? Salesman: I think some are good but i've been donating to Save the Children (foundation). Salesman: Have you ever heard of them? Customer: I think I have. Customer: I've heard of Red Cross Salesman: It is similar in which all funds donated are used to help kids in need. Customer: That's nice. Customer: How much would you donate if given the chance to help a childrens charity? Salesman: i'm not sure i already donate my time. Customer: Oh ok. Customer: Do you have any other questions? Salesman: yes, have you heard about the crisis in syria? Customer: Is it about the civil war in Syria? Salesman: Children are being hit with bombs they are looking for help in war zones Customer: Thats horrible.. Is this recent? Customer: Is America helping? Salesman: not as much as they should. Salesman: Given the chance would you be willing to donate some of your task payment to organizations like save the children? Customer: Sure. Customer: I would. Salesman: choosing anywhere between $0 and all of your payment, how much would you like to donate? Customer: Ill donate $1 Salesman: Ok, your donation to Save the Children is greatly appreciated! Salesman: One day at a time, people like you will help make the world a better place. Customer: Yes they will Salesman: Have a wonderful day",,success,4
117,"Salesman: Hi how are you? Salesman: I am here to talk to you about the childrens charity called Save the Children Customer: Hello, I am doing good, alright lets get started! Salesman: Do you donate to any charities? Customer: I don't currently, I have donated to an animal shelter a few months ago however. Salesman: awesome  well the charity I am hoping you will consider is Save the Children  I know I would like to donate to this charity that will help children Customer: Yeah, I like the name, I am curious about it, I would like to know some morea about it. Salesman: THey help children who are less fortunate Customer: Oh, that sounds like a really good charity to donate to! Salesman: you can donate some or all of your incoming payment for this task  I am thinking of donating some of mine Customer: Yeah, I am thinking about donating half of my payment. Salesman: How much do you like to donate to the charity now? Salesman: Your donation will be directly deducted from your task payment. Salesman: You can choose any amount from $0 to all your payment Customer: I think I will donate $1, it only seems fair. Salesman: perfect,  The research team will collect all donations and send it to Save the Children Customer: That sounds good with me, however now I am thinking perhaps I should donate more, what do you think? Salesman: thats a good Idea  here is the website for more information   URL Customer: Oh, thanks for the website, I am sure that it has a lot of information that I could use to learn more about it. Salesman: no problem   here is some basic information Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Salesman: I will be glad to donate to this charity too Customer: This sounds really good! Customer: I really like how groups of people come together to make up these organizations, it so nice to see them helping people, in this case children. Salesman: I couldn't agree more  and the research team will help send the moeny to save the children for us on how much we decide to donate Customer: Alright, I will donate $1.25, it seems reasonable.",,success,5
118,"Salesman: Hi there. Salesman: How are you today? Customer: Hello, I am fine, how about you? Salesman: Very well thanks. Salesman: Do you currently give any money to charity on a regular basis? Customer: Yes, I try to help time to time Salesman: Any charity in particular? Customer: No, anything that catches my eyes, or I find them on gofundme, what about you? Salesman: I have a few payments set up monthly. Salesman: I assume then you've heard of Save the Children and the great work they do with young people? Customer: Yes, I've heard of it. Customer: Can you please explain more about it? Salesman: Firstly, they provide funds and support services to help protect vulnerable children all over the world. Salesman: Once the children have a safe environment the next priority is to improve their lives via education and other resources. Salesman: They really make a difference to the lives of children in poverty or destitution. Customer: I am interested in it. Customer: I already checked their website. Customer: Health and education both are important factors Salesman: Absolutely. Salesman: And the great thing for us is that even a very small donation goes a long way due to the number of people who can donate! Salesman: We're asking people today to give a small part of the payment for this HIT to the charity. Salesman: You'll get a box pop up at teh end of our chat which will give you the opportunity to donate something. Salesman: Obviously the more the better, but I also appreciate that you aren't turking for free so you can judge it yourself. Customer: Actually I like these kind of HITs. Customer: I did few HITs before that asked me to donate my bonus or half of the reward. Customer: I happily did. Customer: I am sure there are people who need it more than me Salesman: You're absolutely right-  sometimes we don't realise it, but what seems like a little bit of moeny to us can make a big difference to them. Salesman: I worked in Africa earlier this year and the difference a few dollars can make to people over there is unbelievable. Customer: Yes, few dollars can save a child or can help a family to survive for a month. Customer: How long have you worked there? Salesman: I'm back in the UK now - I was in South Africa (Durban for three months from January to end of March) for work. Customer: That is so nice of you. Customer: It is a big thing to do. Customer: Thinking about starving children makes me so sad. Customer: I wish I could do more Salesman: We can all do something - donate a little bit or volunteer to try to help. Salesman: There are lots of opportunities Customer: Yes you are right, I help as much as I can. Customer: at least I try. Customer: save the children sounds like an amazing organization. Customer: They work in 120 countries already Salesman: They certainly do and they are well established so you cna be certain they are going to use the money in a good way. Customer: Yes It looks like a trustworthy organization with no doubt. Customer: I already read few of their reports on their website. Customer: I wish they can help even more countries Salesman: Me too. Salesman: When we click done that donation box will appear - it should be pretty self-explanatory. Salesman: I hope you enjoy the rest of your day. Salesman: Thanks again. Customer: Thank you, I will do it for sure, have a nice day",,success,5
119,"Salesman: Hello how do you feel about the Save the Children charity? Customer: I think it's a scam Salesman: Oh no not at all they do tons of good  is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Customer: I don't believe it. Customer: There is no way to prove where all those funds go. Customer: Plus there are starving children right here in america Salesman: This is a great organization and I am sure that they would not be allowed to continue the way they do if the money was not going where it is suppose to and every penny being accounted for. Salesman: They do so much good in the world yes there are hungry kids here but millions of Syrian children have grown up facing the daily threat of violence. Salesman: In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence. Customer: That is all your opinion. Customer: You have no facts to back that up. Salesman: Yes part of the money does go to pay for things like advertising and all that but over 88% of the donations they recieve are sent where they are needed and that includes in the United States believe it or not. Salesman: This is according to a website that breaks down info on different charities Customer: Like I said those are opinions. Customer: There are no facts that prove that to be true. Customer: There are no laws that stop them from lying to people either. Customer: I have never meet anyone who has been aided by that organization. Customer: Infomercials don't impress me. Salesman: How about the fact that they have been around for over 100 years scams do not stay around that long Customer: Yes they do. Customer: Have you ever heard of evangelism? Customer: Again, you're only giving me an opinion. Customer: I just can't see any good being done. Salesman: What about the after school programs they have right here in the US or the head start programs that they offer in many rural areas? Salesman: Just because it is not happening somewhere that you see everyday does not mean that it does not exsist. Salesman: They actually fund the head start that my child will be going to till fall. Salesman: Would you be willing to atleast donate some of what you are getting paid for this study? Salesman: Right now save the children has a partnership that will double any donation made so any little bit would help Customer: I would not be willing to donate, because I have never seen any impact made by their organization. Customer: They also don't disclose their funds Salesman: oh see I think I get it now your just selfish and dont care about kids is that about right? Salesman: I mean because you personally have never seen it means it does not happen yeah totally. Salesman: Stupid Customer: No, I care about  kids in my community, who are in poverty. Customer: I have never seen this organization help them. Customer: I'd rather contribute my donation locally. Customer: Rather than to a scam organization that only contributes in their infomercials. Salesman: not to mention where are you getting your information? Salesman: Saying that they do not disclose funds is an outright lie you can go to  URL s/about-us/resource-library/annual-report and find it all right there. Salesman: In just one year directly reached nearly 157,000 children through our U.S. emergency response and preparedness programs. Salesman: I mean did you go talk to the families of the kids in your neighboorhood how you know they are not helping there??? Salesman: How do you know that nothing in your neighborhood is funded by them? Customer: How long are you going to take to respond? Customer: You're making this take far too long!. Customer: How does that equate to reporting financial information? Customer: That's nothing more than whats said in their infomercials. Customer: There are no laws preventing them from lying, but i guess perception is reality too you. Salesman: Yeah there is a bunch of infomercial crap on the top but if you download the actual report then you find the actual financial data. Salesman: If you would just agree to donate some of your earnings from this hit them it would go much quicker. Customer: You're missing the entire point of what I said if you think downloading that report means something. Customer: I will not donate, because i do not trust the charity, and my donations would be better used right here in my own community. Salesman: and those local charities they give you their financial info? Salesman: There was a shelter in vegas brought in tons of donations cuz they were great yeah right selling any items that were donated and pocketing the cash bigger organizations have more eyes on them Customer: No, but I see the work being done everyday in my community.. Customer: Which is why i trust them. Salesman: Did you know that most local charities depend on contributions from larger sources and there is a good chance that save the children or another like it helps out",,failure,4
120,"Salesman: How much money do you spend daily on extras like a coffee or treat? Customer: I spend about 5 dollars a day, you? Salesman: About 1 dollar per day. Salesman: Do you think that amount of money would make a difference in a needy child's life? Customer: I think it would in many places Salesman: I agree. Salesman: Are you familiar with a charity called Save the Children? Customer: No i am not can you explain? Salesman: Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Customer: Wow thats great. Customer: How can I help? Salesman: We can help by making a donation which is essential to help ensuring children's rights to health, education, safety, etc. Customer: Thank you. Customer: How do i donate? Salesman: You can donate by choosing an amount of your task payment from $0 to all. Customer: Ok i will donate some Salesman: That's great! Salesman: The monies will go to a worthy cause. Salesman: Every little bit helps. Customer: Tha k you so much for the infkrmation Salesman: You are welcome. Customer: I will donate 10 cents Salesman: Any chance you would consider making a greater donation? Customer: That is all i can afford Salesman: It is automatically deducted from your task payment. Salesman: It will be collected by the research team and sent to Save the Children. Salesman: Thank you for your contribution! Customer: Tha k you for my awareness",,success,5
121,"Salesman: This site Helps many child Customer: What kind of children does it help? Salesman: Their motto is to help children's future...that every child deserves a future Customer: What is the name of the organization? Salesman: Save the Children Customer: How do they help children? Customer: Food? Customer: Clothing? Customer: Shelter? Customer: Education? Salesman: They help in the children's basic need like food and clothing. Salesman: They help in whatever it takes for children to transforming their lives and the future Customer: Is this charity local? Customer: global? Customer: Just in my country (United States)? Salesman: This charity is from Fairfield Town in Connecticut Customer: I think  it's important to support initiatives to help children get a good education, and have the things they need to go to school and learn. Customer: How much should we donate? Salesman: Ya.. It's very important. Salesman: There are many way to donate money like one time gift, Monthly donor, and sponsorship for some children. Customer: Sponsorship of a child might be interesting....I'd like to know what my donation is being used for, and that it's actually helping someone. Salesman: Child sponsorship works like a way of giving and that connects one compassionate person like you with one child in need. Salesman: Sponsoring a child gives the chance to grow up healthy, educated and safe ??Â¸??Â¸ forever changing the course of their life and future. Salesman: You can select a child according to your choice by age, gender Customer: That is appealing. Customer: Does the charity send updates on how the child is doing if I sponsor? Salesman: Ya... Definitely they will update you every information about the child you are donating Customer: How does the sponsorship work? Customer: Do I make a monthly donation? Customer: I can't afford much. Customer: What is the minimum dollar amount? Salesman: You can Sponsor a child for just $36 a month Customer: What do you think? Salesman: Ya.. It will definitely work and save the children's future.. Customer: OK. Glad that we came to an agreement. Customer: How do we end this task?",,success,4
122,"Salesman: Good Morning! Salesman: I am asking for a donation to Save the Children. Salesman: Have you heard of it? Customer: Good morning!.. Customer: Have a nice day... Customer: Ya I heard something about it Salesman: It is an International Charity to help children's lives become more stable through education, food, and good health. Customer: Oh.. That's very interesting.... Customer: What is the name of Charity?? Salesman: Save the Children. Salesman: I think that we need to help these children. Salesman: It would be in the best interest of all of us to have healthy well educated children, especially in developing countries where children suffer the most. Don't you agree? Customer: Ya... Customer: I agree with you... Customer: We need to take care of those children. Salesman: Many children in these countries live in a war zone. Salesman: Places like Syria and parts of Nigeria are so dangerous that children do not have the chance of a happy, healthy life. Salesman: If you could donate a small amount from your task payment, it would be big help to these unfortunate little people. Customer: Ya... I feel very bad for those children's. Customer: If those small amount will help them we should do them Salesman: You can donate any amount from your payment. Salesman: It is up to you. Salesman: Everything helps! Salesman: You will also feel good about what you have done. Salesman: There is no better feeling than helping another person. Salesman: Let me know how much you would like to give today. Salesman: And thank you. Customer: Ok.... But what is the name of organization. Customer: We have to make clear about how this organization work Salesman: The name is Save the Children. Salesman: The research team will collect and send the donations to the charity. Salesman: Every donation helps. Salesman: Especially for the children in war zones where they are dying every day because they cannot get enough medical care. Salesman: I am sure that you have seen pictures of the bombing in Syria and the murder of innocent children in places like Nigeria and Somallis where terrorists are bombing their villages. Salesman: These children have no hope except for people like you and I. Salesman: Any amount will help. Customer: That very interesting and good work. Customer: Everyone should involve as much as possible... Customer: What are the way to donate money and what is the minimum amount Salesman: You can tell me how much you would like to donate from the money you are getting for this task. Any amount at all will help and it's automatic. Customer: That fine... Customer: What are the available way to offer those children's future like clothing money scholarship... Salesman: For more information on this wonderful charity you can go to : URL and they will answer any questions about future donations. Customer: Ok.. Customer: I will go through this website for more information Salesman: That is great. Salesman: And if you are willing to make small donation now-just a few cents even, please let me know the amount and it will get passed on to the research team for processing today. Salesman: Thank you. Customer: Ok can i get the update about this charity how they are spending money and what way they help those children Salesman: All of the information on how this charity operates and what they are doing for children will be on the website  URL Customer: Ok.. Customer: Then i think this will really help those children's future.... Salesman: Thank you and God Bless!",,success,5
123,"Salesman: Hello! How are you doing today? Customer: I'm doing very well thank you! Customer: How is your day going so far? Salesman: I am doing well. Salesman: My day has been busy visiting different places to speak about the charity I support. Salesman: Have you heard of Save the Children? Customer: It sounds familiar to me, could you tell me more about it? Salesman: Helping children in countries that are very war torn or in some form of conflict is what we help in. Salesman: Everyday 16,000 children die before their 5th birthday, 1 out of 80 flee the country and risk everything, and 1 out of 6 kids aren't enrolled in a school or getting education that they need Customer: The charity sounds like it is doing some good work in an area that badly needs it. Customer: Children should be our top priority all across the world. Customer: How can someone get involved and help out with this charity? Salesman: Oh there are quiet a few ways. Salesman: For roughly a dollar a day you can sponsor a child, you can choose a gift to spend to a child through our catalog, you could start a fundraiser, or you can just simply donate. Salesman: With that, keep in mind if you ever decide to make a monetary donation, 86% goes directly to the children, 9% fundraising, and 5% management and general. Salesman: Just so you can have an idea that we use 9 out of 10 dollars directly on the children. Customer: I do believe I would like to donate some money to the Save the Children charity. Customer: Could I pledge $1/day to start with? Salesman: absolutely thank you so much!! Customer: I like to donate money and time to charities that help children so I also want to thank you for educating me on this charity! Salesman: Absolutely. Salesman: I love getting the word out there on this charity. Salesman: I strongly believe in it and its values on helping children. Salesman: Children should be a priority in the world. Salesman: They are our future. Customer: They are our future exactly. Customer: Any time I can help improve a situation for a child in need I hope to be able to do so. Customer: How long have you been supporting this charity? Salesman: I have been supporting this charity for 15 years. Salesman: I also must clarify with you about your donation, if you so choose too. Salesman: Your donation will be directly deducted from your task payment today. Salesman: You can choose as little as $0 all the way up to all of your payment. Salesman: That being said, would you still like to donate $1 to the Save the Children charity, starting to make a difference in a childs life? Customer: I would like to start making a difference today. Customer: I would want to still donate $1 to the Save the Children charity. Salesman: Thank you! Salesman: That makes my heart so happy. Salesman: Did you know in the first two months of 2018 alone, over 1,000 children were killed or injured seriously by violence in Syria? Salesman: Just know that your donation today, and hopefully the start of more to come, will help children like this. Customer: I hate hearing about children being subjected to violence. Customer: It hurts my heart. Customer: I do hope I can help and that my small donation does some good for a child. Salesman: Every penny counts!! Customer: Well that sounds just great to me! Salesman: Thank you once again for your donation and feel free to spread the word about the charity to others! Customer: You are welcome and thank you for bringing my attention to such a well deserved charity! Customer: I will spread the word!",,success,5
124,"Salesman: Hey, hows it going Customer: can't complain, youreslf? Salesman: Im ok, just doing some work lol. Salesman: So, do you want to donate any of your income to a Save the Children charity? Customer: yeah sure, why not Salesman: Awesome, how much do you want to donate? Customer: is there an upper limit? Salesman: I dont think there is Customer: how much are you thinking of donating Salesman: Oh I see, it says here that it will be deducted from your task payment. Salesman: Wonder how that will work. Customer: I don't believe they can actually do that haha Salesman: Yeah, same. Salesman: I assume it will be deducted from any bonuses they decide to give. Customer: hows $0.50 sound? Salesman: Sounds good to me lol Customer: ok, good deal, $0.50 it is. Salesman: Alright, awesome, guess that's it then? Customer: I think so, it said we need to get to 10 turns of the conversation each, this is my 8th lol Salesman: Ah, yeah I just counted mine as well. Well, unless, you want to donate more, I think we're pretty much done here. Customer: I'm fine with staying at $0.50 as long as you are Salesman: Im good with that as well. Salesman: Thanks for your quick responses btw. Salesman: A lot of the time, these things don't go very smoothly since you have to wait a while for a response. Customer: ugh yeah, i've seen that, you sit there waiting forever for someone to type two words haha Salesman: Yeah, true, it's terrible. Salesman: Thanks for your help and have a good Turk day :D Customer: you too!!!!! :D",,success,5
125,"Salesman: HI Customer: HI Salesman: ARE YOU INTRESTED TO DONATE SOME FUNDS TO CHARITY TO SAVE SOME CHILDRENS Customer: Of course I am very interested to donate funds to charity Salesman: Thanks for that. Salesman: You are helping to small childrens for their studies,etc Customer: What charity do you usually donate? Salesman: I do United World wide or Food for the poor Customer: I do for Boys & Girls Clubs of America Salesman: I do funds when first i saw one poor children looking for his food and he did not received after that i am thinking why i can help to other poor peoples and i willed to donate some funds to some poor peoples and charities Customer: I am very interested in the welfare of the children especially in regard to food and education which I consider as very important for children Salesman: yes it  is the most important one in life. Customer: I want to help the children irrespective of their color and creed. Customer: I think it is the important aspect of donating money to charity Salesman: Ya if everyone is ready to donate something what i someone having is we can able to control the poor and we have some pride Customer: I accept your view and it is necessary that everyone should contribute at least to some extent to children's charity Salesman: Yes in developing countries lack of educations for childrens in war zone and even if you taken in syria the millions of peoples meet their daily days by violance but we have a great days so we make that happier and healthier Customer: I think our must move cautiously to deal with this country. Salesman: But I think UNO and UNICEF can contribute a lot if they desired to do so. Salesman: Yes UNO and UNICEF is included this things more. Salesman: We do what we can and help something we can for the poor childrens Customer: I agree with you. Customer: But i think more rich people should come forward to establish such children's charity Salesman: of course. Salesman: How much do you like to donate to the charity now? Salesman: Your donation will be directly deducted from your task payment. Salesman: You can choose any amount from $0 to all your payment. Customer: I want to donate at least 50 dollar maximum would be 200 dollar. Customer: How much do you want to donate? Salesman: How much you can donate that. Salesman: This donation directly goes to children's charity called Save the Children and thanks you so much for this help. Salesman: You have a great soul.",,failure,3
126,"Salesman: Hi, do you usually donate to charities Customer: I DO Salesman: great! Salesman: You're such a nice person. Salesman: What charities do you usually donate to? Customer: To church, I return tithes and I also do the offerings Salesman: great! Salesman: Well, have you ever heard about Save the Children charity? Customer: no, can you tell me more about it? Salesman: it's an international non-governemntal organization that promotes children's rights, provides relief and helps support children in developing countries Customer: nice! Customer: I have a child so i'm all about helping kids Salesman: would you donate to this charity? Salesman: your donation will make such a huge impact for some children Customer: I would like to know more before i donate. Customer: How do i know if it's a legit organization Salesman: it is a trustable fund! Salesman: It's one of the top rated charities in the world! Customer: interesting. Customer: So if i donate will 100% of my donation go to a child? Salesman: 86% goes to help children, 9% goes to fundraising and 5% goes to management and other things. Customer: i just don't know why i've never heard about it Salesman: neither do i! Salesman: It's such a well known charity! Salesman: It just so sad to see children from developing countries die from easily preventable deseases Customer: it is sad, i agree with you Salesman: million of Syrian children have grown up facing the daily threat of violence. Salesman: You said you have a kid. Salesman: Imagine your precious child going through it every day. Salesman: waking up every day being afraid of getting killed Customer: that breaks my heart. Customer: I would do anything to protect my son Salesman: And you can also protect those children if you donate to our fund! YOU can make a difference Customer: okay, I might donate Salesman: Great! Salesman: How much would you like to donate? Salesman: You're awesome",,success,4
127,"Salesman: Hello, I'd like to interest you in committing to a donation towards the Save the Children fund, an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Customer: I appreciate your concern. Customer: Tell me more about this charity before I make a decision. Salesman: Save the Children is a foundation that runs world-wide with a focus on providing health, education, protection, hunger elimination, emergency aid, and global advocacy. Salesman: So far we have reached 155 million children in 120 countries. Customer: Interesting that you know so much. Customer: How long has this charity been around? Salesman: The charity was founded in 1919 and their belief is that every child deserves a future so nearly 90% of every dollar goes directly into the mission itself while the remaining 10% goes directly into fundraising and advocacy awareness programs to help promote their current efforts. Customer: That is important that most of the money goes to the charity and not into administration. Salesman: Agreed, they post their yearly audit reports so that individuals can track where the funds are allocated. Customer: It looks like they will be celebrating their 100 year anniversary soon. Customer: That is quite a milestone. Salesman: Yes, they are an extremely reputable charity that have been in good standing for the entirety of their history. Salesman: Originally founded immediately after World War I when so many children were orphaned and/or homeless. Customer: That is interesting. Customer: Do they do work in the United States or just overseas? Salesman: They work world wide providing both support in the US and overseas, the US chapter was founded in 1932 following the great depression, and today their team goes where other's cannot - to the most rural communities in the US. Salesman: Last year, they provided support to 237,000 US children across 22 states and Puerto Rico. Customer: What country outside of the US do they do the most help for? Salesman: Other than the US, Africa receives 43% of the budget, helping more than 32 million children in 2016 across Burkina Faso, Burundi, Democratic Republic of Congo, Ethiopia, Guinea, Kenya, Liberia, Malawi, Mali, Mozambique, Niger, Nigeria, Rwanda, Sierra Leone, Somalia, South Sudan, Sudan, Tanzania, Uganda, Zambia, and Zimbabwe. Customer: Interesting. Customer: Yes I see that most children are helped in Africa. Salesman: Right. Salesman: So, can I interest you in making a donation from your reward today? Customer: Although I do appreciate all of your info, I am not interested in making a donation at this time. Salesman: Are you certain? Salesman: Just a small donation can make a large impact on the entire life of a child and allow them to receive proper medical care and education, food and safety. Customer: I understand, but I already have charities that I support on my own. Customer: Thank you, but no. Salesman: Ok, I thank you very much for your consideration! Customer: You are more than welcome.",,success,4
128,"Salesman: Hey, how's it going? Customer: Good just another Monday how about yourself? Salesman: hahah same here. Salesman: Do you have a moment to chat about social issues? Salesman: Specially the ones concerning children? Customer: Yea what do you got? Salesman: I'd like to talk about the charity Save the Children. Salesman: What was life like for you as a kid? Salesman: Did you ever have to worry about having enough to eat, where to live, etc? Customer: No I was blessed when I was a kid and I was allowed to be one Salesman: I'm very glad to hear that. Salesman: What do you think of the kids who weren't born as lucky? Salesman: Who have to worry about having enough to eat to even be full? Salesman: With no place to live? Customer: I think that is is awful and sad. Customer: What do we do about it? Salesman: Have you heard about Save the Children? Salesman: Other than it mentioned today of course. Customer: nope I have never heard of it Salesman: Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Customer: Oh nice thats sounds likes a good cause Salesman: They are a fantastic charity. Salesman: Not only are they helping children worldwide, they're helping kids closer to home near the US as well. Customer: That is awesome Salesman: Would you like to help and donate to them? Salesman: Your donation will be directly deducted from your task payment. Salesman: You can choose any amount from $0 to all your payment. Customer: I would like to donate $0 but its not because I dont believe in the cause. Customer: Its because I dont trust non profits Salesman: That's understandable. Salesman: Thank you for your time today. Customer: No thank you for the work that you do Salesman: Is there anything we could do in the future to assure people like you that we use the money towards helping children? Customer: I am not sure I am just very biased",,success,5
129,"Salesman: Hey, how are you doing? Customer: Hi, i'm doing great! how are you? Salesman: Doing ok here. Salesman: Glad to hear your day is great. Salesman: Do you have a moment to talk about children causes? Customer: sure! Customer: I would like to Salesman: Have you ever heard of the charity, Save the Children? Customer: no, but i would like to know more about it Salesman: Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Customer: that's great. Customer: Do you have any more information about it? Salesman: Yea. Salesman: Have you heard of children getting separated from their family at the US-Mexico border? Customer: yes, it's so heartbreaking1 Salesman: Save the Children are helping to reunite them with their family. Customer: that's really good to hear! Customer: I can't imagine not being able to see my son! Salesman: Children shouldn't be separated from their families. Salesman: It is very heartbreaking to hear, and I'm glad Save the Children stepped in. Customer: So what exactly do they do to help these kids to reunite with their parents? Salesman: They identify the parents who were deported back to their countries of origin, while their children remain separated and detained in the U.S. As these parents are identified, they work to help them locate and safely reunite with their children, and from there, support them in getting access to essential services they need to re-establish themselves. Customer: awesome! Customer: I'm so gonna support it! Customer: Children should be with their parents!! Salesman: Would you like to help and donate to them? Salesman: Your donation will be directly deducted from your task payment. You can choose any amount from $0.50 to all your payment. Customer: I can't donate less than 0.50? Salesman: Sure. Salesman: What amount would you feel comfortable donating? Customer: i'm not sure. Customer: I'm in a tough financial situation right now so i really need money but i would like to donate.",,success,4
130,"Salesman: Hey there, are you one to donate to charities? Salesman: Because I have a great one that you could take a look at. Customer: i usually do donate to charities Salesman: Oh really? Salesman: I bet Save the Children could be right for you though. Salesman: From the task you are doing, you can donate as much or as little as you like. Customer: I would like to know more about this charity Salesman: Save the Children is and how your donation is essential to help ensuring children's rights to health, education, safety, etc. Customer: I'm surprised i've never heard about it! how do i know if it's legit and if money really go to help those kids Salesman: It's a very legitamate charity. Salesman: There are millions of children that need help and just as many people that are willing to donate for the children. Customer: i understand but i just don't feel comfortable donating yet. Salesman: How much money do you spend on unnecessary stuff like a bag of snack or candy? Salesman: Think about that and from what you spend on candy and snacks can be money that goes to a child in real need. Customer: I'm currently receiving food stamps so i don't buy candy and unnecessary stuff. Customer: i'm super broke right now Salesman: I can understand that. Salesman: Even if you may have a few pennies that are left around can be collected and help the children. Would that be something you are willing to do? Customer: yes, i guess i can. Salesman: That is great! Salesman: Anything, even a few cents, will definitely help in the long run. Salesman: Even a few pennies tha tyou will earn from this task will help. Salesman: That sounds wonderful, doesn't it? Customer: it does. Customer: i really love helping people Salesman: It is a wonderful feeling to help someone and I'm glad that you feel the same way. Salesman: I bet others you know will do the same when they see you donating to a great cause. Customer: Yes, i agree Salesman: That is awesome. Salesman: Well I hope you have a great day! Customer: thank you! Customer: You too! Salesman: Oh, one little thing. Salesman: How much would you like to donate? Customer: I'm not sure yet, maybe 5 cents Salesman: 5 cents it is. Salesman: Thanks!",,success,3
131,"Salesman: good morning! Customer: Good morning. Salesman: have you ever heard of the charity save the children? Customer: Yes. Customer: I have but I can't say I am very familiar with what they do. Salesman: they assist with needy children around the world who are living in poverty. Customer: That sounds right from what I know. Salesman: for example, they do work in syria where in the first 2 months of this year 1,000 children were killed or injured due to the violence there. Salesman: they help support children in those situations. Customer: That sounds like a very worthy cause. Salesman: it is! Salesman: you can find out more at  URL if you want more specific examples. Salesman: but they work they do is very meaningful to children and their families (if they have them). Customer: Do you know how much of the donations actually make it to children and how much is used for administrative costs? Salesman: In fiscal year 2016, on average, 86.5% of all expenditures support program services. 86.5% is an average for all of Save the Children's programs worldwide. Salesman: More information about our finances and the use of funds is available: here on our financial page. Salesman: URL s/about-us/financial-information Customer: Thank you. Customer: That is good information. Salesman: would you be willing to donate any of your HIT reward today directly to save the children? say, $0.50 of it? Customer: Sure. Customer: That would be fine with me. Salesman: that is great. i am always amazed at how generous people are willing to be. Salesman: most people aren't very generous even when faced with facts about others who are worse off. Customer: Well, most people suck. Customer: Sad but true. Salesman: ha. Salesman: i shouldn't laugh, but you are right. Salesman: i want to commend you for being generous today. Salesman: it's not much but every bit helps. Customer: Glad to help. Customer: I wish I could do more. Customer: Doing MTurk to get my student loans paid off so that I can be more generous as a whole. Salesman: that's a great goal. Salesman: thank you again for agreeing to donate a portion to save the children. Salesman: have a wonderful rest of your day. Customer: Have a great day.",,success,5
132,"Salesman: Hey, how's it going today? Customer: Hey, not feeling really good today, stomach ache :( Customer: how are you? Salesman: Oh no. Salesman: I'm sorry to hear that. Salesman: Did you take some medicine? Salesman: I'm doing fine, thank you. Customer: no, I need to though! Salesman: I hope you do soon. Salesman: Do you have a moment to talk about causes for children? Customer: Sure i would love to Salesman: As you know, unfortunately, everyone wasn't born into the same opportunities. Salesman: Some are born extremely well off, some are born with some opportunities and some are born completely destitute. Salesman: What do you think about that? Customer: It makes me very sad! Customer: I was born in USSR and we had very limited resources. Customer: I was growing up in poverty so i know how it feels Salesman: It makes me sad as well. Salesman: How are things for you now? Customer: Much better. Customer: I moved to the US and things are much better now Salesman: I am so happy to hear that. Salesman: Have you ever heard of a charity called, Save the Children? Customer: No, i haven't actually. Customer: Would you mind telling me about it? Salesman: Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Customer: okay, that sounds good. Customer: are they legit? Salesman: Absolutely. Salesman: They are currently working to reunity the children who were separated from their parents at the US-Mexico border. Salesman: Would you like to help and donate to them? Salesman: Your donation will be directly deducted from your task payment. Salesman: You can choose any amount from $0.50 to all your payment. Customer: They are? Customer: Nice! Customer: I don't know yet. Customer: Maybe you could tell me more about this charity Salesman: You can learn more about them at  URL Salesman: There is a wealth of information. Customer: I will definitely check it out Salesman: What do you think of the charity so far? Salesman: Would you be interested in donating once you've learned more about them? Customer: I think it's great and I love that they help kids to reunite with their families. Customer: just not sure i'm willing to donate 0.50 cents",,success,5
